horse_id,horse_avg_order_3,horse_avg_order_5,horse_avg_last3f_3,horse_avg_last3f_5,horse_win_rate_dist,horse_win_rate_venue,horse_win_rate_surface
2013100076,11.0,11.0,38.9,38.9,,,0.0
2013100077,10.333333333333334,10.4,35.233333333333334,36.040000000000006,0.1,0.1666666666666666,0.0
2013100078,9.0,9.0,35.5,35.5,,0.0,
2013100079,6.0,6.0,37.8,38.260000000000005,0.25,0.0,0.125
2013100080,3.333333333333333,4.0,37.56666666666667,38.075,0.0,0.0,0.25
2013100081,14.5,11.5,40.400000000000006,39.3,0.0,0.0,0.0
2013100082,7.0,6.5,37.63333333333333,37.925,0.0,0.0,0.1111111111111111
2013100083,6.333333333333333,5.4,35.63333333333333,35.52,0.2,0.1666666666666666,0.0833333333333333
2013100084,15.0,15.0,35.4,35.4,,,
2013100085,8.0,7.2,37.366666666666674,36.68,0.0,0.0,0.0
2013100086,11.333333333333334,11.333333333333334,38.93333333333334,38.93333333333334,,0.0,0.0
2013100088,13.0,13.0,40.9,40.9,,0.0,
2013100090,17.0,17.0,37.5,37.5,,,
2013100091,5.0,5.0,35.0,35.0,0.0,0.0,0.0
2013100092,10.0,7.4,36.16666666666666,35.7,0.0,0.0,0.1666666666666666
2013100093,14.0,14.0,37.7,37.7,,,0.0
2013100094,5.333333333333333,4.8,38.49999999999999,39.16,0.0,0.0,0.0
2013100095,8.0,8.0,36.3,36.3,0.0,0.0,0.0
2013100096,5.0,5.8,34.7,35.62,0.1666666666666666,0.0,0.1818181818181818
2013100097,12.666666666666666,12.5,31.23333333333333,32.6,0.0,0.0,0.0
2013100099,14.666666666666666,11.0,38.93333333333333,38.2,0.125,0.0,0.125
2013100101,8.0,8.0,34.5,34.5,,,0.0
2013100102,8.333333333333334,9.4,35.63333333333333,35.9,0.0,0.125,0.1538461538461538
2013100103,11.0,11.0,38.1,38.1,0.0,0.0,
2013100104,12.0,12.0,44.4,44.4,,,0.0
2013100106,3.0,2.75,34.833333333333336,34.65,0.0,0.0,0.0
2013100107,2.6666666666666665,3.2,37.36666666666667,37.34,0.0,0.0,0.0
2013100108,,,,,,,
2013100110,10.5,10.5,37.400000000000006,37.400000000000006,,0.0,0.0
2013100111,4.333333333333333,4.4,34.76666666666667,35.14,0.2857142857142857,0.3333333333333333,0.1818181818181818
2013100114,,,,,,,
2013100115,9.0,9.0,37.6,37.6,,,0.0
2013100116,7.0,7.0,34.1,34.1,,,0.0
2013100119,13.0,13.0,39.5,39.5,,,0.0
2013100120,8.0,11.0,37.65,36.75,0.0,0.0,0.0
2013100121,7.333333333333333,9.8,36.4,37.24,0.0,0.0,0.0
2013100122,9.666666666666666,7.2,38.73333333333333,38.14,0.0,0.0,0.3333333333333333
2013100125,,,,,,,
2013100126,,,,,,,
2013100127,12.0,12.0,39.1,39.1,0.0,0.0,0.0
2013100128,9.0,9.0,38.2,38.2,0.0,,0.0
2013100129,5.333333333333333,6.0,35.9,36.49999999999999,0.2,0.0,0.1666666666666666
2013100131,8.0,7.6,36.0,36.48,0.25,0.3333333333333333,0.5
2013100132,8.333333333333334,7.2,39.26666666666667,38.62,0.0,0.0,0.0
2013100133,15.5,15.5,38.05,38.05,0.0,,0.0
2013100134,11.333333333333334,11.333333333333334,39.86666666666667,39.86666666666667,0.0,,0.0
2013100135,8.333333333333334,8.8,38.93333333333334,38.36,0.0,0.0,0.0
2013100136,8.666666666666666,9.0,36.6,37.2,0.0,0.0,0.0
2013100140,13.0,13.0,37.65,37.65,0.0,,0.0
2013100142,10.666666666666666,12.0,37.03333333333333,37.4,0.0,0.0,0.0
2013100149,6.5,6.5,37.1,37.1,,0.0,0.0
2013100150,3.333333333333333,4.8,35.0,35.64,0.0,0.0,0.0
2013100152,10.0,11.0,35.86666666666667,37.125,0.0,0.0,0.0
2013100156,9.333333333333334,9.333333333333334,37.5,37.5,,0.0,0.0
2013100159,3.6666666666666665,7.0,37.66666666666666,36.64,0.0,0.0,0.2
2013100160,5.333333333333333,4.2,37.16666666666666,37.88,0.0,0.0,0.0
2013100162,11.0,9.25,38.63333333333333,37.900000000000006,0.0,0.0,0.0
2013100163,12.0,12.0,37.8,37.8,,,
2013100165,9.0,9.0,42.9,42.9,0.0,,0.0
2013100166,15.0,11.4,36.16666666666666,35.78,0.0,0.0,0.0
2013100167,9.666666666666666,10.4,36.2,36.0,0.0,0.0,0.0
2013100168,16.0,16.0,43.0,43.0,,,0.0
2013100170,10.333333333333334,10.4,35.76666666666666,36.58,0.0,0.0,0.0
2013100172,,,,,,,
2013100173,16.0,16.0,44.6,44.6,0.0,,
2013100174,11.0,10.6,28.53333333333333,31.120000000000005,0.0,0.0,0.0
2013100175,5.0,5.6,39.43333333333333,38.54,0.0909090909090909,0.25,0.1052631578947368
2013100180,5.666666666666667,5.666666666666667,36.43333333333334,36.43333333333334,0.0,0.0,0.0
2013100182,7.0,7.0,33.8,33.8,,,0.0
2013100184,12.666666666666666,12.0,37.9,37.9,0.0,0.0,0.0
2013100185,,,,,,,
2013100189,9.0,9.0,37.65,37.65,,0.0,0.0
2013100193,5.333333333333333,5.333333333333333,36.6,36.6,0.0,0.0,0.0
2013100194,9.666666666666666,9.6,40.333333333333336,40.02,0.0,0.0,0.0
2013100195,8.0,10.6,35.300000000000004,35.8,0.0,0.0,0.0769230769230769
2013100196,11.666666666666666,12.6,39.63333333333333,39.14,0.0,0.0,0.0
2013100197,4.0,3.8,35.2,35.1,0.0,0.0,0.0
2013100199,14.0,14.0,35.8,35.8,,,
2013100202,11.5,11.5,38.55,38.55,,0.0,0.0
2013100203,7.666666666666667,6.8,39.3,39.3,0.0,0.0,0.0
2013100205,10.0,10.0,36.9,36.9,,0.0,0.0
2013100206,11.666666666666666,12.0,37.86666666666667,39.040000000000006,0.0909090909090909,0.25,0.0526315789473684
2013100208,12.0,12.0,39.65,39.65,,0.0,0.0
2013100210,7.666666666666667,7.4,35.2,34.7,0.0,0.0,0.0
2013100211,11.666666666666666,9.6,37.333333333333336,37.3,0.1578947368421052,0.1111111111111111,0.1304347826086956
2013100212,9.666666666666666,6.8,37.76666666666667,37.08,0.0,0.0,0.3333333333333333
2013100214,5.666666666666667,5.8,13.166666666666666,13.16,0.25,0.1666666666666666,0.0769230769230769
2013100215,12.0,9.6,38.03333333333333,38.32,0.0,0.0,0.0
2013100216,12.666666666666666,12.666666666666666,40.3,40.3,0.0,,0.0
2013100217,14.5,14.5,37.3,37.3,0.0,0.0,0.0
2013100218,10.666666666666666,10.4,13.333333333333334,13.36,0.0,0.3333333333333333,0.1428571428571428
2013100221,10.666666666666666,9.5,39.5,39.45,0.0,0.0,0.0
2013100222,13.0,13.0,39.05,39.05,0.0,0.0,0.0
2013100223,7.333333333333333,9.25,37.53333333333334,39.175,0.0,0.0,0.0
2013100224,10.666666666666666,11.4,37.46666666666667,32.84,0.0,0.0,0.0526315789473684
2013100225,13.0,13.0,41.25,41.25,0.0,0.0,0.0
2013100226,13.333333333333334,11.75,37.6,36.975,0.0,0.0,0.0
2013100236,7.666666666666667,7.25,37.5,37.025,0.25,0.5,0.0
2013100237,10.0,10.0,43.4,43.4,0.0,0.0,0.0
2013100238,10.0,10.0,40.1,40.1,0.0,0.0,0.0
2013100240,12.666666666666666,12.666666666666666,38.6,38.6,0.0,0.0,0.0
2013100242,12.0,12.0,40.9,40.9,,,0.0
2013100243,8.666666666666666,11.0,38.0,38.56,0.1666666666666666,0.0,0.0
2013100244,11.666666666666666,12.4,37.13333333333333,37.18,0.0,0.0,0.0
2013100245,10.666666666666666,10.4,38.93333333333333,38.260000000000005,0.0,0.0,0.0
2013100248,10.5,10.5,37.1,37.1,,0.0,0.0
2013100253,10.666666666666666,10.666666666666666,38.03333333333333,38.03333333333333,0.0,0.0,0.0
2013100258,9.333333333333334,9.2,38.9,38.96,0.0,0.0,0.0
2013100260,12.333333333333334,12.4,41.56666666666667,42.54,0.0,0.0,0.0
2013100261,11.5,10.0,37.55,37.075,0.0,0.0,0.0
2013100262,11.333333333333334,10.0,37.7,37.06,0.0,0.0,0.1111111111111111
2013100264,14.0,14.0,38.3,38.3,0.0,,0.0
2013100265,14.0,14.0,37.8,37.8,0.0,0.0,0.0
2013100266,4.0,4.0,37.3,37.04,0.0,0.0,0.0
2013100269,10.0,10.0,36.6,36.6,,,0.0
2013100270,9.666666666666666,10.2,39.6,39.16,0.1666666666666666,0.0,0.1111111111111111
2013100271,13.0,13.0,38.8,38.8,,,0.0
2013100289,6.666666666666667,6.666666666666667,37.333333333333336,37.333333333333336,0.0,1.0,0.5
2013100290,13.0,13.0,36.2,36.2,,,
2013100291,5.0,4.4,37.766666666666666,37.08,0.0,0.0,0.5
2013100292,3.6666666666666665,3.8,39.4,38.94,0.0,0.0,0.0
2013100293,5.333333333333333,6.6,38.96666666666667,38.64,0.0,0.0,0.0
2013100294,7.666666666666667,7.5,38.7,37.85,0.0,0.0,0.0
2013100295,2.6666666666666665,2.2,37.3,37.34,0.6666666666666666,1.0,0.3636363636363636
2013100296,14.5,14.5,36.1,36.1,,,0.0
2013100297,8.333333333333334,9.75,39.16666666666667,38.6,0.0,0.0,0.0
2013100298,7.5,7.5,36.5,36.5,0.0,0.0,0.0
2013100299,6.0,6.0,37.9,37.9,,,0.0
2013100302,12.0,12.0,37.2,37.2,0.0,0.0,0.0
2013100303,14.5,14.5,37.6,37.6,0.0,,0.0
2013100304,12.666666666666666,11.0,39.23333333333333,38.4,0.0,0.0,0.0
2013100305,13.0,13.0,36.0,36.0,,,0.0
2013100306,13.0,13.0,40.6,40.6,,,
2013100311,13.0,13.0,37.2,37.2,,0.0,0.0
2013100315,7.666666666666667,8.8,38.36666666666667,38.220000000000006,0.0,0.0,0.05
2013100316,14.0,14.0,39.7,39.7,0.0,,0.0
2013100318,6.666666666666667,5.75,39.16666666666666,39.05,0.0,0.0,0.0
2013100320,17.0,17.0,36.3,36.3,0.0,,
2013100321,7.0,7.0,35.03333333333334,35.04,0.0,0.0,0.0
2013100322,2.6666666666666665,3.75,36.06666666666666,35.65,0.0,0.0,0.0
2013100323,8.0,8.75,14.3,27.2,0.0,0.0,0.0
2013100324,7.0,7.0,38.0,38.0,0.0,0.0,0.0
2013100325,12.333333333333334,12.25,39.06666666666666,38.275,0.0,0.0,0.0
2013100327,14.0,14.0,39.75,39.75,0.0,0.0,0.0
2013100328,11.0,11.0,42.0,42.0,,,0.0
2013100329,10.333333333333334,10.333333333333334,39.46666666666667,39.46666666666667,0.0,0.0,0.0
2013100330,13.333333333333334,12.2,38.00000000000001,37.6,0.0,0.0,0.0
2013100331,5.0,4.2,34.36666666666667,34.86,0.25,0.0,0.2
2013100332,11.666666666666666,11.8,35.53333333333333,35.44,0.2272727272727272,0.2352941176470588,0.1538461538461538
2013100333,7.0,7.0,37.7,37.7,,,0.0
2013100334,11.0,11.6,34.46666666666667,35.88,0.25,0.0,0.0833333333333333
2013100335,15.0,15.0,43.3,43.3,0.0,0.0,0.0
2013100336,10.0,10.0,41.3,41.3,,,0.0
2013100337,12.5,12.5,36.75,36.75,0.0,0.0,0.0
2013100338,8.5,8.5,36.45,36.45,0.0,,0.0
2013100339,10.0,9.0,34.13333333333333,34.059999999999995,0.0625,0.1666666666666666,0.1538461538461538
2013100340,4.333333333333333,4.2,37.86666666666667,38.16,0.3333333333333333,0.0,0.1428571428571428
2013100342,11.0,11.0,41.4,41.4,0.0,,
2013100343,,,,,,,
2013100345,10.333333333333334,8.4,36.833333333333336,36.98,0.0,0.0,0.0588235294117647
2013100347,10.333333333333334,12.2,37.03333333333333,36.34,0.0,0.0,0.0909090909090909
2013100348,11.0,11.0,39.66666666666666,39.66666666666666,0.0,0.0,0.0
2013100350,9.0,9.0,35.85,35.85,,0.0,0.0
2013100351,,,,,,,
2013100352,11.5,11.5,37.0,37.0,0.0,,0.0
2013100353,4.333333333333333,8.4,38.16666666666666,37.92,0.0,0.0,0.0
2013100354,7.333333333333333,7.2,36.16666666666666,36.28,0.0769230769230769,0.0,0.088235294117647
2013100356,12.0,10.5,38.23333333333333,38.425,0.0,0.0,0.0
2013100357,13.666666666666666,13.666666666666666,36.76666666666667,36.76666666666667,0.0,0.0,0.0
2013100358,13.333333333333334,13.0,38.8,38.28,0.2777777777777778,0.3333333333333333,0.2916666666666667
2013100359,8.333333333333334,8.4,36.66666666666666,36.760000000000005,0.0,0.0,0.0
2013100360,13.5,13.5,35.15,35.15,,0.0,0.0
2013100361,12.0,10.8,14.0,13.8,0.0,0.0,0.0909090909090909
2013100362,10.333333333333334,10.8,35.06666666666667,34.88,0.0,0.0,0.1111111111111111
2013100364,13.0,13.0,37.93333333333334,37.2,0.0,0.0,0.0
2013100365,,,,,,,
2013100366,17.0,17.0,39.6,39.6,,0.0,
2013100367,10.666666666666666,9.0,36.5,36.3,0.0,0.0,0.0
2013100369,11.666666666666666,12.4,38.2,38.760000000000005,0.0,0.0,0.0
2013100371,12.666666666666666,12.666666666666666,37.46666666666667,37.46666666666667,0.0,0.0,0.0
2013100373,7.666666666666667,8.2,39.13333333333333,40.04,0.0,0.0,0.0
2013100374,,,,,,,
2013100375,8.666666666666666,7.25,35.833333333333336,35.775000000000006,0.0,0.0,0.0
2013100376,5.0,4.2,35.333333333333336,35.74,0.0,0.0,0.0227272727272727
2013100377,9.666666666666666,10.8,37.56666666666666,37.98,0.2,0.2,0.0909090909090909
2013100378,11.0,11.0,35.0,35.0,0.0,,0.0
2013100379,6.333333333333333,5.8,37.66666666666666,37.56,0.3333333333333333,0.1428571428571428,0.3333333333333333
2013100380,12.333333333333334,11.4,36.56666666666667,37.3,0.0,0.0,0.0
2013100381,11.0,9.4,36.9,36.44,0.0,0.0,0.0
2013100382,9.0,9.0,36.2,36.2,0.0,,0.0
2013100383,7.333333333333333,7.333333333333333,37.333333333333336,37.333333333333336,0.0,,0.0
2013100384,5.0,5.0,34.75,34.775,0.0,0.0,0.0
2013100386,6.666666666666667,6.6,27.866666666666664,26.58,0.0,0.0,0.0
2013100387,8.0,8.6,37.73333333333333,37.88,0.0,0.0,0.0
2013100388,7.0,8.8,36.0,36.28,0.0,0.0,0.0
2013100389,11.666666666666666,12.4,35.13333333333333,35.0,0.0,0.25,0.0
2013100390,13.333333333333334,14.0,37.03333333333333,37.82,0.0,0.0,0.1428571428571428
2013100391,8.0,9.4,39.03333333333333,40.18,0.0,0.0,0.0
2013100392,11.5,11.5,35.900000000000006,35.900000000000006,,,0.0
2013100394,7.333333333333333,6.6,34.1,34.64,0.2,0.2,0.1666666666666666
2013100395,8.0,8.0,38.3,38.3,0.0,,0.0
2013100398,8.0,5.6,37.93333333333333,37.6,0.25,0.3333333333333333,0.125
2013100399,9.666666666666666,7.6,35.666666666666664,35.760000000000005,0.0,0.0,0.0
2013100400,9.333333333333334,7.6,36.86666666666667,36.36,0.0,0.0,0.0
2013100401,2.333333333333333,2.6,13.6,13.4,0.5,0.0,0.2
2013100402,3.333333333333333,4.6,35.46666666666666,36.94,0.25,0.0,0.0
2013100404,7.666666666666667,6.6,35.8,35.62,0.0,0.0,0.0
2013100405,14.0,14.0,39.1,39.1,,,0.0
2013100406,12.0,9.8,36.13333333333333,35.98,0.0,0.0,0.0
2013100407,,,,,,,
2013100408,15.0,15.0,39.9,39.9,0.0,,0.0
2013100410,,,,,,,
2013100411,3.6666666666666665,4.2,38.333333333333336,38.08,0.25,0.25,0.1818181818181818
2013100412,9.0,8.0,40.76666666666666,40.475,0.0,0.0,0.0
2013100413,8.333333333333334,9.6,40.13333333333333,39.6,0.0,0.0,0.0
2013100414,15.5,15.5,38.1,38.1,,,0.0
2013100416,2.5,2.5,37.0,37.0,0.5,1.0,0.5
2013100419,12.0,10.6,38.43333333333334,38.5,0.1,0.0,0.0555555555555555
2013100420,10.5,10.5,36.65,36.65,0.0,,0.0
2013100422,,,,,,,
2013100423,11.333333333333334,11.333333333333334,39.333333333333336,39.333333333333336,,0.0,0.0
2013100424,11.0,11.0,37.75,37.75,,,0.0
2013100425,6.666666666666667,6.8,36.26666666666667,36.28,0.0,,0.0
2013100426,11.666666666666666,12.25,38.766666666666666,38.3,0.0,0.0,0.0
2013100427,5.666666666666667,5.4,37.53333333333334,37.32,1.0,1.0,0.1428571428571428
2013100428,6.0,5.2,39.6,38.74,0.0,0.0,0.0
2013100429,8.333333333333334,10.4,36.9,37.620000000000005,0.0,0.0,0.0
2013100430,10.333333333333334,9.4,39.36666666666667,39.34,0.125,0.0,0.0416666666666666
2013100431,9.5,9.5,41.15,41.15,0.0,0.0,0.0
2013100432,9.666666666666666,8.6,36.9,37.18,0.0588235294117647,0.0833333333333333,0.1052631578947368
2013100433,12.5,10.75,25.4,31.125,0.0,0.0,0.0
2013100434,3.6666666666666665,4.6,38.36666666666667,37.46,0.0,0.0,0.0
2013100435,12.0,12.0,37.56666666666666,37.46,0.0,0.0,0.0476190476190476
2013100436,11.5,11.5,40.650000000000006,40.650000000000006,0.0,0.0,0.0
2013100437,13.0,13.0,37.85,37.85,,0.0,0.0
2013100439,,,,,,,
2013100440,6.0,6.4,36.46666666666666,35.82000000000001,0.125,0.5,0.1333333333333333
2013100446,12.333333333333334,10.4,37.66666666666666,36.92,0.0,0.0,0.0
2013100448,12.5,12.5,36.35,36.35,,0.0,0.0
2013100457,4.333333333333333,4.5,37.7,37.475,0.0,0.0,0.3333333333333333
2013100458,13.333333333333334,13.5,40.1,38.925,0.0,0.0,0.0
2013100460,11.5,11.5,37.3,37.3,0.0,0.0,0.0
2013100461,10.0,8.8,13.3,13.38,0.5,0.25,0.0833333333333333
2013100462,8.0,8.0,39.8,39.8,0.0,0.0,0.0
2013100463,10.666666666666666,7.2,35.36666666666667,35.3,0.125,0.0,0.0909090909090909
2013100464,11.0,11.0,38.23333333333333,37.94,0.0,0.0,0.1
2013100465,12.5,12.5,38.2,38.2,0.0,,0.0
2013100466,11.0,9.6,36.23333333333333,36.54,0.0,0.0,0.0
2013100467,11.333333333333334,11.333333333333334,38.66666666666666,38.66666666666666,0.0,0.0,0.0
2013100468,6.333333333333333,5.25,36.23333333333333,35.875,0.0,0.0,0.0
2013100469,14.666666666666666,12.8,41.43333333333333,39.8,0.0,0.0,0.1428571428571428
2013100470,10.0,10.0,40.2,40.2,0.0,,0.0
2013100471,5.666666666666667,7.0,38.36666666666667,38.82,0.0,0.0,0.25
2013100472,5.0,5.0,38.8,38.75,0.0,0.0,0.0
2013100474,14.0,13.25,40.5,40.025,0.0,0.0,0.0
2013100475,14.0,14.0,35.4,35.4,,,
2013100476,8.333333333333334,8.333333333333334,36.63333333333333,36.63333333333333,0.0,0.0,0.0
2013100477,,,,,,,
2013100478,8.0,8.0,34.45,34.45,,,0.0
2013100480,11.333333333333334,11.333333333333334,38.53333333333333,38.53333333333333,0.0,0.0,0.0
2013100481,12.0,11.6,36.5,38.02,0.0,0.0,0.0
2013100482,9.0,8.5,39.2,38.225,0.0,0.0,0.0
2013100483,7.0,7.0,39.45,39.45,0.0,,0.0
2013100484,10.666666666666666,10.2,34.73333333333333,34.94,0.3333333333333333,0.1666666666666666,0.0714285714285714
2013100485,6.333333333333333,5.4,37.53333333333333,37.48,0.0,0.0,0.0
2013100488,8.666666666666666,8.6,36.43333333333334,36.78,0.0,0.2,0.0588235294117647
2013100489,,,,,,,
2013100490,10.666666666666666,9.4,36.36666666666667,37.08,0.0,0.0,0.0
2013100491,12.333333333333334,13.4,31.933333333333334,34.82,0.0,0.0,0.125
2013100494,,,,,,,
2013100499,14.666666666666666,10.8,37.93333333333334,38.08,0.25,0.0,0.125
2013100500,14.333333333333334,10.0,36.4,36.86,0.2,0.0,0.25
2013100502,2.0,3.6,37.73333333333333,38.46,0.0,0.0,0.0
2013100503,9.0,9.5,36.43333333333334,36.35,0.0,0.0,0.0
2013100504,10.666666666666666,9.4,38.0,38.24,0.0,0.0,0.0
2013100505,5.0,6.2,22.3,28.4,0.0,0.0,0.0
2013100506,14.666666666666666,13.6,37.766666666666666,37.7,0.0,0.0,0.0
2013100510,9.5,11.25,36.6,37.325,0.0,0.0,0.0
2013100511,12.666666666666666,12.8,35.23333333333333,35.32,0.0,0.0,0.0
2013100512,8.0,8.0,38.2,38.2,0.0,,0.0
2013100513,8.666666666666666,6.2,37.36666666666667,36.38,0.0,0.0,0.1111111111111111
2013100514,13.0,10.2,35.86666666666667,36.26,0.0,0.0,0.0
2013100516,10.0,10.0,36.150000000000006,36.150000000000006,0.0,0.0,0.0
2013100518,3.333333333333333,3.8,38.3,38.440000000000005,0.0,0.0,0.0
2013100519,11.0,11.0,35.7,35.7,,0.0,
2013100520,8.0,8.4,34.76666666666666,34.89999999999999,1.0,0.0,0.1666666666666666
2013100521,8.333333333333334,8.333333333333334,35.666666666666664,35.666666666666664,0.0,0.0,0.0
2013100522,9.666666666666666,7.8,39.16666666666666,38.12,0.0,0.0,0.0526315789473684
2013100523,,,,,,,
2013100528,10.0,9.8,39.00000000000001,39.2,0.0833333333333333,0.0909090909090909,0.0833333333333333
2013100529,14.0,14.0,40.5,40.5,,,
2013100531,11.0,10.25,39.4,38.625,0.0,0.0,0.0
2013100532,14.0,14.0,38.9,38.9,,0.0,0.0
2013100534,8.333333333333334,7.8,35.4,35.44,0.1428571428571428,0.0,0.0
2013100537,,,,,,,
2013100538,14.0,12.4,38.7,37.36,0.0,0.3333333333333333,0.1666666666666666
2013100539,7.0,7.0,37.96666666666666,37.96666666666666,0.0,0.0,0.0
2013100540,12.0,11.0,40.9,40.78,0.0,0.0,0.0
2013100541,10.333333333333334,10.4,36.3,36.14,0.0,0.0,0.0
2013100542,,,,,,,
2013100544,9.333333333333334,9.0,36.16666666666666,36.2,0.0,0.0,0.0
2013100546,4.333333333333333,5.2,35.73333333333334,35.739999999999995,0.0,0.0,0.0
2013100547,10.333333333333334,9.2,39.03333333333334,38.760000000000005,0.0,0.2,0.2222222222222222
2013100548,14.666666666666666,12.8,42.96666666666667,40.1,0.0,0.0,0.0
2013100549,13.333333333333334,13.4,39.06666666666667,39.68,0.0,0.0,0.0
2013100550,11.333333333333334,11.4,38.7,38.98,0.0,0.0,0.05
2013100551,12.333333333333334,12.0,38.5,37.75,0.0,0.0,0.0
2013100554,7.666666666666667,7.6,39.16666666666666,38.24,0.0,0.0,0.1428571428571428
2013100555,7.0,5.4,36.16666666666666,35.58,0.0,0.5,0.0714285714285714
2013100556,13.333333333333334,10.75,38.266666666666666,37.75,0.0,0.0,0.0
2013100557,8.5,8.5,36.0,36.0,,,0.0
2013100561,8.0,7.0,20.3,25.92,0.0,0.0,0.0
2013100564,15.333333333333334,15.333333333333334,43.0,43.0,0.0,0.0,0.0
2013100566,9.666666666666666,7.0,38.8,38.84,0.0,0.0,0.0
2013100567,8.0,7.0,39.45,38.9,0.0,0.0,0.0
2013100568,7.333333333333333,8.8,39.56666666666666,40.38,0.0,0.0,0.0
2013100569,11.666666666666666,11.0,34.766666666666666,34.58,0.1333333333333333,0.25,0.2592592592592592
2013100570,11.333333333333334,10.4,37.46666666666666,36.260000000000005,0.0,0.0,0.0
2013100572,12.333333333333334,11.75,37.66666666666666,37.35,0.0,0.0,0.0
2013100575,10.666666666666666,7.0,36.03333333333333,35.84,0.2,0.0,0.2
2013100576,9.0,9.0,38.4,38.4,0.0,0.0,0.0
2013100578,10.0,10.0,36.3,36.3,,0.0,0.0
2013100579,12.666666666666666,10.8,35.86666666666667,35.2,0.2222222222222222,0.25,0.1666666666666666
2013100580,11.666666666666666,9.4,39.13333333333333,38.82,0.0,0.0,0.0909090909090909
2013100584,8.333333333333334,10.4,36.6,37.56,0.0,,0.0
2013100586,13.666666666666666,11.0,36.266666666666666,37.54,0.3333333333333333,0.0,0.25
2013100587,,,,,,,
2013100588,11.0,9.2,37.8,37.08,0.0,0.0,0.0
2013100589,8.0,8.0,38.85,38.85,,,0.0
2013100590,9.666666666666666,8.8,37.16666666666666,37.1,0.2,0.25,0.125
2013100591,10.666666666666666,8.6,37.2,37.720000000000006,0.2142857142857142,0.25,0.1666666666666666
2013100592,6.5,6.5,35.349999999999994,35.349999999999994,,0.0,0.0
2013100593,7.666666666666667,7.2,38.06666666666667,37.48,0.0,0.0,0.0
2013100594,11.333333333333334,10.4,38.53333333333333,37.16,0.0,0.2,0.1176470588235294
2013100596,11.0,11.0,38.5,38.5,0.0,0.0,0.0
2013100597,5.0,5.6,35.43333333333334,35.84,0.2142857142857142,0.4,0.2105263157894736
2013100598,6.0,6.0,39.0,39.0,,,0.0
2013100599,12.0,12.0,39.3,39.3,,,0.0
2013100601,11.0,8.4,39.73333333333334,39.440000000000005,0.1111111111111111,0.0,0.0769230769230769
2013100602,14.0,10.2,40.66666666666666,40.080000000000005,0.0,0.0,0.1666666666666666
2013100603,6.333333333333333,5.6,36.9,36.68,0.1428571428571428,0.2222222222222222,0.0952380952380952
2013100605,4.666666666666667,4.666666666666667,37.53333333333333,37.53333333333333,0.0,0.0,0.0
2013100606,7.666666666666667,5.8,37.53333333333334,37.66,0.0,0.0,0.125
2013100607,11.0,11.0,35.85,35.85,0.0,0.0,0.0
2013100609,9.666666666666666,9.666666666666666,38.4,38.4,0.0,0.0,0.0
2013100611,5.0,6.2,38.333333333333336,38.0,0.0,0.0,0.0
2013100612,1.0,1.8,33.93333333333334,34.0,0.4615384615384615,0.375,0.3333333333333333
2013100615,5.0,6.2,33.76666666666667,34.2,0.2857142857142857,0.1666666666666666,0.2222222222222222
2013100616,4.333333333333333,4.8,39.266666666666666,38.8,0.0,0.0,0.0
2013100617,8.5,8.5,38.45,38.45,0.0,,0.0
2013100618,6.333333333333333,7.8,39.16666666666666,38.82,0.0,0.0,0.0
2013100620,4.666666666666667,4.666666666666667,36.0,36.0,0.0,0.0,0.0
2013100621,10.5,10.5,37.45,37.45,0.0,0.0,0.0
2013100622,6.0,6.4,39.1,38.94,0.0,0.0,0.0
2013100623,9.0,9.0,37.0,37.0,0.0,0.0,0.0
2013100624,4.0,3.0,35.800000000000004,36.14,0.2727272727272727,0.1666666666666666,0.2307692307692307
2013100625,10.5,10.5,35.55,35.55,0.0,0.0,0.0
2013100627,5.0,6.4,35.233333333333334,36.88,0.0,0.0,0.0
2013100628,7.666666666666667,7.666666666666667,36.46666666666667,36.46666666666667,0.0,0.0,0.0
2013100629,9.0,6.2,35.06666666666667,35.46,0.1428571428571428,0.0,0.0909090909090909
2013100630,10.0,10.0,39.15,39.15,0.0,0.0,0.0
2013100632,14.666666666666666,12.0,37.03333333333333,37.1,0.2857142857142857,0.0,0.2857142857142857
2013100633,9.0,9.0,35.0,35.0,0.0,0.0,0.0
2013100635,8.666666666666666,6.8,38.03333333333333,37.61999999999999,0.0,0.1428571428571428,0.1111111111111111
2013100636,6.0,6.8,37.96666666666666,37.7,0.1818181818181818,0.0,0.1538461538461538
2013100637,1.0,5.0,13.4,19.25,0.3333333333333333,0.0,0.375
2013100638,10.5,10.5,40.1,40.1,0.0,0.0,0.0
2013100640,10.666666666666666,9.6,35.23333333333334,34.64,0.0,0.0,0.1
2013100641,12.0,8.2,37.93333333333333,36.36,0.3333333333333333,0.0,0.3076923076923077
2013100642,6.0,4.6,36.1,35.92,0.0,0.0,0.0
2013100645,5.0,5.6,36.73333333333333,37.66,0.1666666666666666,0.0,0.0
2013100646,8.0,8.0,36.5,36.5,0.0,0.0,0.0
2013100647,6.333333333333333,5.6,35.00000000000001,35.480000000000004,0.0,0.0,0.2
2013100648,5.5,5.5,34.45,34.45,0.0,,0.0
2013100649,9.5,9.5,40.0,40.0,0.0,0.0,0.0
2013100651,12.5,12.5,36.8,36.8,0.0,,0.0
2013100653,5.666666666666667,6.2,38.46666666666666,39.18,0.0,0.0,0.0666666666666666
2013100654,9.333333333333334,8.4,38.86666666666667,38.56,0.0,0.0,0.0
