horse_id,horse_avg_order_3,horse_avg_order_5,horse_avg_last3f_3,horse_avg_last3f_5,horse_win_rate_dist,horse_win_rate_venue,horse_win_rate_surface
2007103130,9.666666666666666,7.75,33.766666666666666,33.875,0.0,0.0,0.0
2007103142,4.5,4.5,35.35,35.35,0.0,0.0,0.0
2007103165,,,,,,,
2007103181,12.333333333333334,12.333333333333334,37.4,37.4,0.0,0.0,0.0
2007103211,12.0,12.0,36.7,36.7,,,0.0
2007103215,,,,,,,
2007103315,15.0,15.0,35.65,35.65,0.0,,0.0
2007103336,8.0,8.0,38.45,38.45,0.0,0.0,0.0
2007103350,12.0,10.0,36.55,36.5,0.0,0.0,0.0
2007103395,4.0,4.5,13.6,13.4,0.0,0.0,0.0
2007103447,,,,,,,
2007103572,12.666666666666666,12.0,35.766666666666666,35.325,0.0,0.0,0.0
2007103667,9.666666666666666,9.666666666666666,36.766666666666666,36.766666666666666,0.0,0.0,0.0
2007103762,,,,,,,
2007103848,,,,,,,
2007103864,8.333333333333334,6.75,38.36666666666667,38.15,0.0,0.0,0.0
2007103884,7.5,7.5,33.2,33.2,0.0,,0.0
2007103951,9.0,9.0,35.26666666666667,35.26666666666667,0.0,0.0,0.0
2007103968,10.333333333333334,10.6,33.56666666666667,34.82,0.0,0.0,0.0
2007104301,,,,,,,
2007104376,9.0,9.0,35.266666666666666,35.266666666666666,0.0,0.0,0.0
2007104687,8.666666666666666,7.4,34.166666666666664,33.92,0.1666666666666666,0.0,0.0909090909090909
2007104703,5.333333333333333,5.6,13.233333333333334,13.38,0.0,0.0,0.1428571428571428
2007104807,10.666666666666666,10.75,36.0,35.7,0.0,,0.0
2007104812,8.333333333333334,7.6,35.4,35.0,0.0,0.0,0.0
2007104877,,,,,,,
2007104889,,,,,,,
2007104904,,,,,,,
2007104975,12.333333333333334,12.333333333333334,36.36666666666667,36.36666666666667,0.0,,0.0
2007104998,8.666666666666666,8.75,36.96666666666667,37.025,0.0,0.0,0.0
2007105200,15.0,15.0,37.6,37.6,,,
2007105220,12.0,12.0,34.76666666666667,34.76666666666667,0.0,0.0,0.0
2007105543,,,,,,,
2007105629,2.0,2.0,33.4,33.4,,,0.0
2007105667,,,,,,,
2007105694,9.666666666666666,9.666666666666666,13.7,13.7,0.0,0.0,0.0
2007105728,3.333333333333333,3.75,13.233333333333334,13.225,0.0,0.0,0.0
2007105770,9.333333333333334,9.2,36.16666666666666,36.92,0.0,0.0,0.0
2007105949,9.0,9.0,38.16666666666666,38.16666666666666,0.0,,0.0
2007106051,13.0,13.0,38.35,38.35,0.0,0.0,0.0
2007106154,12.333333333333334,10.6,37.63333333333333,36.68,0.0,0.0,0.0
